DATE,VALUE
2009-04-07,6.70386
2009-04-08,6.71558
2009-04-09,6.75292
2009-04-13,6.75545
2009-04-14,6.73519
2009-04-15,6.74766
2009-04-16,6.76308
2009-04-17,6.76803
2009-04-20,6.72430
2009-04-21,6.74533
2009-04-22,6.73762
2009-04-23,6.74749
2009-04-24,6.76415
2009-04-27,6.75403
2009-04-28,6.75129
2009-04-29,6.77267
2009-04-30,6.77172
2009-05-01,6.77710
2009-05-04,6.81041
2009-05-05,6.80661
2009-05-06,6.82386
2009-05-07,6.81057
2009-05-08,6.83436
2009-05-11,6.81261
2009-05-12,6.81163
2009-05-13,6.78437
2009-05-14,6.79466
2009-05-15,6.78319
2009-05-18,6.81313
2009-05-19,6.81139
2009-05-20,6.80624
2009-05-21,6.78934
2009-05-22,6.78784
2009-05-26,6.81381
2009-05-27,6.79465
2009-05-28,6.80996
2009-05-29,6.82344
2009-06-01,6.84893
2009-06-02,6.85091
2009-06-03,6.83708
2009-06-04,6.84849
2009-06-05,6.84598
2009-06-08,6.84496
2009-06-09,6.84846
2009-06-10,6.84498
2009-06-11,6.85107
2009-06-12,6.85246
2009-06-15,6.82841
2009-06-16,6.81561
2009-06-17,6.81422
2009-06-18,6.82260
2009-06-19,6.82571
2009-06-22,6.79463
2009-06-23,6.79694
2009-06-24,6.80344
2009-06-25,6.82466
2009-06-26,6.82318
2009-06-29,6.83220
2009-06-30,6.82363
2009-07-01,6.82799
2009-07-02,6.79841
2009-07-06,6.80097
2009-07-07,6.78109
2009-07-08,6.77942
2009-07-09,6.78296
2009-07-10,6.77893
2009-07-13,6.80356
2009-07-14,6.80886
2009-07-15,6.83806
2009-07-16,6.84667
2009-07-17,6.84628
2009-07-20,6.85765
2009-07-21,6.86127
2009-07-22,6.86074
2009-07-23,6.88376
2009-07-24,6.88680
2009-07-27,6.88977
2009-07-28,6.88716
2009-07-29,6.88259
2009-07-30,6.89442
2009-07-31,6.89516
2009-08-03,6.91038
2009-08-04,6.91339
2009-08-05,6.91047
2009-08-06,6.90483
2009-08-07,6.91818
2009-08-10,6.91483
2009-08-11,6.90209
2009-08-12,6.91355
2009-08-13,6.92040
2009-08-14,6.91184
2009-08-17,6.88728
2009-08-18,6.89737
2009-08-19,6.90421
2009-08-20,6.91510
2009-08-21,6.93355
2009-08-24,6.93300
2009-08-25,6.93537
2009-08-26,6.93549
2009-08-27,6.93827
2009-08-28,6.93627
2009-08-31,6.92817
2009-09-01,6.90579
2009-09-02,6.90249
2009-09-03,6.91099
2009-09-04,6.92402
2009-09-08,6.93283
2009-09-09,6.94058
2009-09-10,6.95095
2009-09-11,6.94960
2009-09-14,6.95592
2009-09-15,6.95905
2009-09-16,6.97425
2009-09-17,6.97119
2009-09-18,6.97382
2009-09-21,6.97041
2009-09-22,6.97696
2009-09-23,6.96684
2009-09-24,6.95729
2009-09-25,6.95118
2009-09-28,6.96883
2009-09-29,6.96660
2009-09-30,6.96327
2009-10-01,6.93717
2009-10-02,6.93265
2009-10-05,6.94742
2009-10-06,6.96103
2009-10-07,6.96374
2009-10-08,6.97118
2009-10-09,6.97681
2009-10-12,6.98118
2009-10-13,6.97839
2009-10-14,6.99578
2009-10-15,6.99993
2009-10-16,6.99180
2009-10-19,7.00116
2009-10-20,6.99490
2009-10-21,6.98601
2009-10-22,6.99660
2009-10-23,6.98435
2009-10-26,6.97256
2009-10-27,6.96924
2009-10-28,6.94950
2009-10-29,6.97177
2009-10-30,6.94331
2009-11-02,6.94974
2009-11-03,6.95216
2009-11-04,6.95321
2009-11-05,6.97226
2009-11-06,6.97476
2009-11-09,6.99675
2009-11-10,6.99669
2009-11-11,7.00171
2009-11-12,6.99140
2009-11-13,6.99712
2009-11-16,7.01148
2009-11-17,7.01240
2009-11-18,7.01194
2009-11-19,6.99842
2009-11-20,6.99520
2009-11-23,7.00872
2009-11-24,7.00819
2009-11-25,7.01268
2009-11-27,6.99530
2009-11-30,6.99908
2009-12-01,7.01109
2009-12-02,7.01143
2009-12-03,7.00299
2009-12-04,7.00849
2009-12-07,7.00602
2009-12-08,6.99571
2009-12-09,6.99938
2009-12-10,7.00520
2009-12-11,7.00888
2009-12-14,7.01581
2009-12-15,7.01025
2009-12-16,7.01138
2009-12-17,6.99950
2009-12-18,7.00531
2009-12-21,7.01576
2009-12-22,7.01931
2009-12-23,7.02161
2009-12-24,7.02685
2009-12-28,7.02801
2009-12-29,7.02660
2009-12-30,7.02680
2009-12-31,7.01670
2010-01-04,7.03262
2010-01-05,7.03573
2010-01-06,7.03627
2010-01-07,7.04026
2010-01-08,7.04314
2010-01-11,7.04489
2010-01-12,7.03546
2010-01-13,7.04375
2010-01-14,7.04618
2010-01-15,7.03530
2010-01-19,7.04772
2010-01-20,7.03706
2010-01-21,7.01794
2010-01-22,6.99555
2010-01-25,7.00013
2010-01-26,6.99592
2010-01-27,7.00079
2010-01-28,6.98890
2010-01-29,6.97902
2010-02-01,6.99319
2010-02-02,7.00608
2010-02-03,7.00059
2010-02-04,6.96895
2010-02-05,6.97185
2010-02-08,6.96294
2010-02-09,6.97590
2010-02-10,6.97366
2010-02-11,6.98330
2010-02-12,6.98055
2010-02-16,6.99839
2010-02-17,7.00262
2010-02-18,7.00918
2010-02-19,7.01137
2010-02-22,7.01032
2010-02-23,6.99814
2010-02-24,7.00782
2010-02-25,7.00573
2010-02-26,7.00714
2010-03-01,7.01725
2010-03-02,7.01957
2010-03-03,7.02000
2010-03-04,7.02373
2010-03-05,7.03764
2010-03-08,7.03747
2010-03-09,7.03918
2010-03-10,7.04369
2010-03-11,7.04773
2010-03-12,7.04751
2010-03-15,7.04796
2010-03-16,7.05571
2010-03-17,7.06151
2010-03-18,7.06119
2010-03-19,7.05609
2010-03-22,7.06117
2010-03-23,7.06832
2010-03-24,7.06281
2010-03-25,7.06110
2010-03-26,7.06184
2010-03-29,7.06751
2010-03-30,7.06755
2010-03-31,7.06427
2010-04-01,7.07166
2010-04-05,7.07956
2010-04-06,7.08124
2010-04-07,7.07534
2010-04-08,7.07871
2010-04-09,7.08537
2010-04-12,7.08714
2010-04-13,7.08782
2010-04-14,7.09891
2010-04-15,7.09975
2010-04-16,7.08350
2010-04-19,7.08801
2010-04-20,7.09603
2010-04-21,7.09501
2010-04-22,7.09728
2010-04-23,7.10437
2010-04-26,7.10007
2010-04-27,7.07641
2010-04-28,7.08285
2010-04-29,7.09571
2010-04-30,7.07892
2010-05-03,7.09196
2010-05-04,7.06783
2010-05-05,7.06125
2010-05-06,7.02833
2010-05-07,7.01291
2010-05-10,7.05594
2010-05-11,7.05254
2010-05-12,7.06619
2010-05-13,7.05397
2010-05-14,7.03499
2010-05-17,7.03610
2010-05-18,7.02180
2010-05-19,7.01665
2010-05-20,6.97690
2010-05-21,6.99181
2010-05-24,6.97882
2010-05-25,6.97917
2010-05-26,6.97350
2010-05-27,7.00584
2010-05-28,6.99339
2010-06-01,6.97608
2010-06-02,7.00159
2010-06-03,7.00563
2010-06-04,6.97062
2010-06-07,6.95699
2010-06-08,6.96791
2010-06-09,6.96195
2010-06-10,6.99103
2010-06-11,6.99540
2010-06-14,6.99359
2010-06-15,7.01682
2010-06-16,7.01626
2010-06-17,7.01754
2010-06-18,7.01886
2010-06-21,7.01499
2010-06-22,6.99879
2010-06-23,6.99580
2010-06-24,6.97886
2010-06-25,6.98171
2010-06-28,6.97968
2010-06-29,6.94817
2010-06-30,6.93800
2010-07-01,6.93476
2010-07-02,6.93008
2010-07-06,6.93543
2010-07-07,6.96628
2010-07-08,6.97565
2010-07-09,6.98283
2010-07-12,6.98356
2010-07-13,6.99882
2010-07-14,6.99866
2010-07-15,6.99986
2010-07-16,6.97062
2010-07-19,6.97658
2010-07-20,6.98793
2010-07-21,6.97503
2010-07-22,6.99729
2010-07-23,7.00548
2010-07-26,7.01662
2010-07-27,7.01557
2010-07-28,7.00862
2010-07-29,7.00446
2010-07-30,7.00452
2010-08-02,7.02630
2010-08-03,7.02149
2010-08-04,7.02753
2010-08-05,7.02626
2010-08-06,7.02255
2010-08-09,7.02802
2010-08-10,7.02203
2010-08-11,6.99345
2010-08-12,6.98805
2010-08-13,6.98402
2010-08-16,6.98414
2010-08-17,6.99626
2010-08-18,6.99774
2010-08-19,6.98066
2010-08-20,6.97699
2010-08-23,6.97294
2010-08-24,6.95832
2010-08-25,6.96161
2010-08-26,6.95389
2010-08-27,6.97035
2010-08-30,6.95552
2010-08-31,6.95591
2010-09-01,6.98498
2010-09-02,6.99402
2010-09-03,7.00716
2010-09-07,6.99562
2010-09-08,7.00204
2010-09-09,7.00686
2010-09-10,7.01171
2010-09-13,7.02278
2010-09-14,7.02207
2010-09-15,7.02560
2010-09-16,7.02524
2010-09-17,7.02606
2010-09-20,7.04116
2010-09-21,7.03859
2010-09-22,7.03375
2010-09-23,7.02539
2010-09-24,7.04636
2010-09-27,7.04068
2010-09-28,7.04552
2010-09-29,7.04292
2010-09-30,7.03984
2010-10-01,7.04424
2010-10-04,7.03617
2010-10-05,7.05682
2010-10-06,7.05615
2010-10-07,7.05450
2010-10-08,7.06061
2010-10-11,7.06075
2010-10-12,7.06456
2010-10-13,7.07166
2010-10-14,7.06801
2010-10-15,7.07004
2010-10-18,7.07725
2010-10-19,7.06125
2010-10-20,7.07172
2010-10-21,7.07349
2010-10-22,7.07588
2010-10-25,7.07802
2010-10-26,7.07804
2010-10-27,7.07534
2010-10-28,7.07647
2010-10-29,7.07603
2010-11-01,7.07697
2010-11-02,7.08470
2010-11-03,7.08838
2010-11-04,7.10747
2010-11-05,7.11139
2010-11-08,7.10927
2010-11-09,7.10118
2010-11-10,7.10555
2010-11-11,7.10130
2010-11-12,7.08942
2010-11-15,7.08820
2010-11-16,7.07186
2010-11-17,7.07207
2010-11-18,7.08731
2010-11-19,7.08985
2010-11-22,7.08828
2010-11-23,7.07389
2010-11-24,7.08870
2010-11-26,7.08120
2010-11-29,7.07982
2010-11-30,7.07374
2010-12-01,7.09512
2010-12-02,7.10786
2010-12-03,7.11046
2010-12-06,7.10916
2010-12-07,7.10968
2010-12-08,7.11337
2010-12-09,7.11721
2010-12-10,7.12319
2010-12-13,7.12324
2010-12-14,7.12415
2010-12-15,7.11901
2010-12-16,7.12518
2010-12-17,7.12601
2010-12-20,7.12856
2010-12-21,7.13457
2010-12-22,7.13795
2010-12-23,7.13630
2010-12-27,7.13691
2010-12-28,7.13768
2010-12-29,7.13869
2010-12-30,7.13718
2010-12-31,7.13699
2011-01-03,7.14824
2011-01-04,7.14693
2011-01-05,7.15192
2011-01-06,7.14980
2011-01-07,7.14795
2011-01-10,7.14658
2011-01-11,7.15029
2011-01-12,7.15926
2011-01-13,7.15755
2011-01-14,7.16491
2011-01-18,7.16628
2011-01-19,7.15611
2011-01-20,7.15482
2011-01-21,7.15723
2011-01-24,7.16305
2011-01-25,7.16331
2011-01-26,7.16752
2011-01-27,7.16977
2011-01-28,7.15175
2011-01-31,7.15939
2011-02-01,7.17594
2011-02-02,7.17321
2011-02-03,7.17557
2011-02-04,7.17845
2011-02-07,7.18467
2011-02-08,7.18884
2011-02-09,7.18605
2011-02-10,7.18680
2011-02-11,7.19229
2011-02-14,7.19468
2011-02-15,7.19144
2011-02-16,7.19767
2011-02-17,7.20075
2011-02-18,7.20267
2011-02-22,7.18193
2011-02-23,7.17580
2011-02-24,7.17480
2011-02-25,7.18530
2011-02-28,7.19084
2011-03-01,7.17498
2011-03-02,7.17659
2011-03-03,7.19366
2011-03-04,7.18626
2011-03-07,7.17788
2011-03-08,7.18676
2011-03-09,7.18540
2011-03-10,7.16635
2011-03-11,7.17341
2011-03-14,7.16734
2011-03-15,7.15608
2011-03-16,7.13639
2011-03-17,7.14970
2011-03-18,7.15399
2011-03-21,7.16887
2011-03-22,7.16532
2011-03-23,7.16823
2011-03-24,7.17752
2011-03-25,7.18068
2011-03-28,7.17793
2011-03-29,7.18496
2011-03-30,7.19163
2011-03-31,7.18979
2011-04-01,7.19474
2011-04-04,7.19509
2011-04-05,7.19491
2011-04-06,7.19709
2011-04-07,7.19557
2011-04-08,7.19156
2011-04-11,7.18876
2011-04-12,7.18095
2011-04-13,7.18114
2011-04-14,7.18123
2011-04-15,7.18514
2011-04-18,7.17407
2011-04-19,7.17978
2011-04-20,7.19320
2011-04-21,7.19847
2011-04-25,7.19687
2011-04-26,7.20581
2011-04-27,7.21204
2011-04-28,7.21559
2011-04-29,7.21789
2011-05-02,7.21614
2011-05-03,7.21275
2011-05-04,7.20587
2011-05-05,7.19676
2011-05-06,7.20057
2011-05-09,7.20511
2011-05-10,7.21315
2011-05-11,7.20198
2011-05-12,7.20686
2011-05-13,7.19876
2011-05-16,7.19254
2011-05-17,7.19217
2011-05-18,7.20093
2011-05-19,7.20311
2011-05-20,7.19539
2011-05-23,7.18339
2011-05-24,7.18256
2011-05-25,7.18574
2011-05-26,7.18969
2011-05-27,7.19376
2011-05-31,7.20430
2011-06-01,7.18125
2011-06-02,7.18002
2011-06-03,7.17024
2011-06-06,7.15942
2011-06-07,7.15847
2011-06-08,7.15427
2011-06-09,7.16162
2011-06-10,7.14754
2011-06-13,7.14821
2011-06-14,7.16074
2011-06-15,7.14316
2011-06-16,7.14491
2011-06-17,7.14795
2011-06-20,7.15333
2011-06-21,7.16667
2011-06-22,7.16018
2011-06-23,7.15735
2011-06-24,7.14555
2011-06-27,7.15469
2011-06-28,7.16755
2011-06-29,7.17580
2011-06-30,7.18587
2011-07-01,7.20018
2011-07-05,7.19884
2011-07-06,7.19984
2011-07-07,7.21024
2011-07-08,7.20326
2011-07-11,7.18500
2011-07-12,7.18056
2011-07-13,7.18366
2011-07-14,7.17692
2011-07-15,7.18246
2011-07-18,7.17430
2011-07-19,7.19047
2011-07-20,7.18980
2011-07-21,7.20326
2011-07-22,7.20416
2011-07-25,7.19851
2011-07-26,7.19439
2011-07-27,7.17387
2011-07-28,7.17063
2011-07-29,7.16416
2011-08-01,7.16002
2011-08-02,7.13413
2011-08-03,7.13914
2011-08-04,7.09014
2011-08-05,7.08956
2011-08-08,7.02060
2011-08-09,7.06692
2011-08-10,7.02176
2011-08-11,7.06701
2011-08-12,7.07226
2011-08-15,7.09381
2011-08-16,7.08403
2011-08-17,7.08497
2011-08-18,7.03935
2011-08-19,7.02423
2011-08-22,7.02449
2011-08-23,7.05820
2011-08-24,7.07123
2011-08-25,7.05555
2011-08-26,7.07055
2011-08-29,7.09844
2011-08-30,7.10079
2011-08-31,7.10570
2011-09-01,7.09375
2011-09-02,7.06815
2011-09-06,7.06068
2011-09-07,7.08893
2011-09-08,7.07826
2011-09-09,7.05119
2011-09-12,7.05813
2011-09-13,7.06721
2011-09-14,7.08060
2011-09-15,7.09764
2011-09-16,7.10333
2011-09-19,7.09348
2011-09-20,7.09182
2011-09-21,7.06199
2011-09-22,7.02958
2011-09-23,7.03565
2011-09-26,7.05872
2011-09-27,7.06935
2011-09-28,7.04844
2011-09-29,7.05652
2011-09-30,7.03123
2011-10-03,7.00237
2011-10-04,7.02460
2011-10-05,7.04231
2011-10-06,7.06045
2011-10-07,7.05225
2011-10-10,7.08581
2011-10-11,7.08635
2011-10-12,7.09610
2011-10-13,7.09312
2011-10-14,7.11035
2011-10-17,7.09079
2011-10-18,7.11101
2011-10-19,7.09828
2011-10-20,7.10282
2011-10-21,7.12145
2011-10-24,7.13425
2011-10-25,7.11400
2011-10-26,7.12448
2011-10-27,7.15819
2011-10-28,7.15858
2011-10-31,7.13354
2011-11-01,7.10520
2011-11-02,7.12117
2011-11-03,7.13978
2011-11-04,7.13348
2011-11-07,7.13976
2011-11-08,7.15142
2011-11-09,7.11404
2011-11-10,7.12262
2011-11-11,7.14192
2011-11-14,7.13232
2011-11-15,7.13713
2011-11-16,7.12037
2011-11-17,7.10343
2011-11-18,7.10303
2011-11-21,7.08421
2011-11-22,7.08006
2011-11-23,7.05772
2011-11-25,7.05503
2011-11-28,7.08385
2011-11-29,7.08606
2011-11-30,7.12846
2011-12-01,7.12655
2011-12-02,7.12631
2011-12-05,7.13655
2011-12-06,7.13765
2011-12-07,7.13967
2011-12-08,7.11830
2011-12-09,7.13504
2011-12-12,7.12002
2011-12-13,7.11129
2011-12-14,7.09988
2011-12-15,7.10312
2011-12-16,7.10633
2011-12-19,7.09453
2011-12-20,7.12391
2011-12-21,7.12586
2011-12-22,7.13409
2011-12-23,7.14309
2011-12-27,7.14317
2011-12-28,7.13061
2011-12-29,7.14126
2011-12-30,7.13696
2012-01-03,7.15232
2012-01-04,7.15250
2012-01-05,7.15544
2012-01-06,7.15290
2012-01-09,7.15516
2012-01-10,7.16401
2012-01-11,7.16432
2012-01-12,7.16665
2012-01-13,7.16169
2012-01-17,7.16524
2012-01-18,7.17629
2012-01-19,7.18121
2012-01-20,7.18188
2012-01-23,7.18235
2012-01-24,7.18133
2012-01-25,7.18996
2012-01-26,7.18420
2012-01-27,7.18260
2012-01-30,7.18008
2012-01-31,7.17962
2012-02-01,7.18848
2012-02-02,7.18958
2012-02-03,7.20407
2012-02-06,7.20365
2012-02-07,7.20567
2012-02-08,7.20783
2012-02-09,7.20930
2012-02-10,7.20239
2012-02-13,7.20917
2012-02-14,7.20823
2012-02-15,7.20283
2012-02-16,7.21380
2012-02-17,7.21614
2012-02-21,7.21686
2012-02-22,7.21352
2012-02-23,7.21778
2012-02-24,7.21945
2012-02-27,7.22081
2012-02-28,7.22416
2012-02-29,7.21941
2012-03-01,7.22555
2012-03-02,7.22230
2012-03-05,7.21842
2012-03-06,7.20293
2012-03-07,7.20981
2012-03-08,7.21958
2012-03-09,7.22320
2012-03-12,7.22336
2012-03-13,7.24133
2012-03-14,7.24013
2012-03-15,7.24608
2012-03-16,7.24720
2012-03-19,7.25117
2012-03-20,7.24816
2012-03-21,7.24629
2012-03-22,7.23906
2012-03-23,7.24216
2012-03-26,7.25595
2012-03-27,7.25313
2012-03-28,7.24818
2012-03-29,7.24657
2012-03-30,7.25026
2012-04-02,7.25774
2012-04-03,7.25374
2012-04-04,7.24348
2012-04-05,7.24286
2012-04-09,7.23143
2012-04-10,7.21420
2012-04-11,7.22162
2012-04-12,7.23531
2012-04-13,7.22276
2012-04-16,7.22225
2012-04-17,7.23762
2012-04-18,7.23356
2012-04-19,7.22760
2012-04-20,7.22877
2012-04-23,7.22033
2012-04-24,7.22400
2012-04-25,7.23756
2012-04-26,7.24421
2012-04-27,7.24662
2012-04-30,7.24273
2012-05-01,7.24838
2012-05-02,7.24588
2012-05-03,7.23819
2012-05-04,7.22191
2012-05-07,7.22226
2012-05-08,7.21797
2012-05-09,7.21125
2012-05-10,7.21376
2012-05-11,7.21037
2012-05-14,7.19919
2012-05-15,7.19343
2012-05-16,7.18902
2012-05-17,7.17385
2012-05-18,7.16644
2012-05-21,7.18234
2012-05-22,7.18283
2012-05-23,7.18452
2012-05-24,7.18590
2012-05-25,7.18373
2012-05-29,7.19475
2012-05-30,7.18031
2012-05-31,7.17803
2012-06-01,7.15308
2012-06-04,7.15319
2012-06-05,7.15890
2012-06-06,7.18169
2012-06-07,7.18158
2012-06-08,7.18967
2012-06-11,7.17697
2012-06-12,7.18855
2012-06-13,7.18150
2012-06-14,7.19226
2012-06-15,7.20254
2012-06-18,7.20399
2012-06-19,7.21375
2012-06-20,7.21207
2012-06-21,7.18955
2012-06-22,7.19670
2012-06-25,7.18062
2012-06-26,7.18538
2012-06-27,7.19432
2012-06-28,7.19221
2012-06-29,7.21683
2012-07-02,7.21928
2012-07-03,7.22550
2012-07-05,7.22080
2012-07-06,7.21132
2012-07-09,7.20968
2012-07-10,7.20152
2012-07-11,7.20151
2012-07-12,7.19651
2012-07-13,7.21287
2012-07-16,7.21055
2012-07-17,7.21793
2012-07-18,7.22459
2012-07-19,7.22731
2012-07-20,7.21719
2012-07-23,7.20824
2012-07-24,7.19916
2012-07-25,7.19885
2012-07-26,7.21525
2012-07-27,7.23416
2012-07-30,7.23367
2012-07-31,7.22935
2012-08-01,7.22631
2012-08-02,7.21891
2012-08-03,7.23777
2012-08-06,7.24010
2012-08-07,7.24519
2012-08-08,7.24581
2012-08-09,7.24623
2012-08-10,7.24841
2012-08-13,7.24716
2012-08-14,7.24703
2012-08-15,7.24817
2012-08-16,7.25525
2012-08-17,7.25712
2012-08-20,7.25709
2012-08-21,7.25359
2012-08-22,7.25382
2012-08-23,7.24571
2012-08-24,7.25215
2012-08-27,7.25166
2012-08-28,7.25085
2012-08-29,7.25169
2012-08-30,7.24386
2012-08-31,7.24892
2012-09-04,7.24775
2012-09-05,7.24668
2012-09-06,7.26691
2012-09-07,7.27095
2012-09-10,7.26479
2012-09-11,7.26792
2012-09-12,7.27001
2012-09-13,7.28618
2012-09-14,7.29014
2012-09-17,7.28701
2012-09-18,7.28573
2012-09-19,7.28691
2012-09-20,7.28637
2012-09-21,7.28629
2012-09-24,7.28406
2012-09-25,7.27350
2012-09-26,7.26775
2012-09-27,7.27735
2012-09-28,7.27286
2012-10-01,7.27551
2012-10-02,7.27638
2012-10-03,7.28000
2012-10-04,7.28715
2012-10-05,7.28683
2012-10-08,7.28337
2012-10-09,7.27343
2012-10-10,7.26722
2012-10-11,7.26741
2012-10-12,7.26444
2012-10-15,7.27249
2012-10-16,7.28271
2012-10-17,7.28681
2012-10-18,7.28437
2012-10-19,7.26766
2012-10-22,7.26810
2012-10-23,7.25355
2012-10-24,7.25046
2012-10-25,7.25345
2012-10-26,7.25272
2012-10-31,7.25288
2012-11-01,7.26374
2012-11-02,7.25432
2012-11-05,7.25648
2012-11-06,7.26430
2012-11-07,7.24031
2012-11-08,7.22803
